timestamps,AccelerationX,AccelerationY,AccelerationZ,AngularRateX,AngularRateY,AngularRateZ,ImuValid,AltitudeValid,Altitude,AltitudeAccuracy,Speed,SpeedAccuracy,SpeedValid,TimeValid,TimeConfirmed,Epoch,FenceValid,FenceCombined,Fence1,Fence2,Fence3,Fence4,PositionAccuracy,Latitude,Longitude,PositionValid,AttitudeValid,Roll,Pitch,Heading,RollAccuracy,PitchAccuracy,HeadingAccuracy,DistanceTrip,DistanceAccuracy,DistanceValid,DistanceTotal,FixType,Satellites
,m/s^2,m/s^2,m/s^2,deg/s,deg/s,deg/s,,,m,m,m/s,m/s,,,,sec,,,,,,,m,deg,deg,,,deg,deg,deg,deg,deg,deg,m,m,,km,,
2022-05-24 06:49:59.190500096+01:00,-0.125,0.5,10.0,0.5,-0.75,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.290450176+01:00,-0.125,0.625,10.25,0.5,-0.25,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.392499968+01:00,-0.125,0.5,10.0,0.0,-0.25,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.494499840+01:00,-0.125,0.5,10.0,0.25,-0.25,-0.75,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.598500096+01:00,-0.125,0.625,9.875,0.75,-0.5,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.704499968+01:00,-0.125,0.625,10.125,0.75,-0.75,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.806499840+01:00,-0.125,0.625,10.125,0.5,-0.5,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.888849920+01:00,-0.02206250000002416,0.625,10.125,0.5,-0.2941250000000483,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.889300224+01:00,-0.021500000000022737,0.625,10.125,0.5,-0.29300000000004545,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.889750016+01:00,-0.020937500000021314,0.625,10.125,0.5,-0.29187500000004263,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999442,1,0,0,0,0,0,3,56.14175399999999,10.207571999999999,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
2022-05-24 06:49:59.890099968+01:00,-0.020499999999988625,0.625,10.125,0.5,-0.2909999999999773,-1.0,1,1,34.5,3,0.04,0.047,1,1,1,1653371392.999786,1,0,0,0,0,0,3,56.14175400068765,10.207572000343827,1,1,0.0,0.4000000000000057,10.600000000000001,0.2,0.30000000000000004,1.4000000000000001,9691,23,1,301,4,12
